1982	0	0	0	0	0.001740223	0.000529341	0.012604762	0.013832773	0.00783993	0.012138092	0.030098425	0.058260183	0.046116804	0.039944541	0.028287172	0.031516736	0.036544715	0.029627547	0.020128139	0.021731952	0.0220512	0.009331939	0.002453037	0.006301334	0.002790715	0.003169226	0.001039035	0.003321596	0	0.025632045
1984	0	0	0	0	0	0.021081758	0.047414688	0.010540879	0.002108176	0	0.002108176	0.002108176	0.014718694	0.026895541	0.040046939	0.035289708	0.017571982	0.0379773	0.030077073	0.01267919	0.02164437	0.030008402	0.03468856	0.021818468	0.001857005	0.003714009	0.001857005	0.005251171	0.00103482	0.069778963
1991	0	0	0	0	0	0.017571637	0	0.008785818	0.078380311	0.230486871	0.077115833	0.05029865	0.057372135	0.075573963	0.039022101	0.016326271	0	0	0	0.002023441	0	0.030905757	0.012556045	0	0.003770226	0.009396161	0.004046882	0	0.003770226	0.024828194
1994	0	0	0	0	0	0.003578434	0.002010376	0.031261423	0.081913909	0.090625373	0.033271799	0.11885326	0.092623603	0.025399409	0.013880737	0.019742751	0.033012055	0.01641474	0.002010376	0.00558881	0	0	0.003578434	0	0	0.010133189	0	0.010133189	0	0.011619937
1998	0	0	0	0	0	0	0.011734884	0.009690034	0.017124654	0.037677964	0.036261434	0.077234083	0.036925393	0.050016781	0.021522622	0.002280561	0.004025602	0.007964789	0.005763841	0.010865209	0.018022083	0.014716797	0.00095609	0	0	0.00144733	0	0.00095609	0.002113421	0.029061305
1999	0	0	0	0	0	0	0	0.004915668	0.036748624	0.121957581	0.036655082	0.028686333	0.029120326	0.036944358	0.071839531	0.018472179	0.008351567	0.049735476	0.011693923	0	0.004915668	0	0.006778255	0	0	0	0	0.003435899	0	0.023014165
2000	0	0	0	0	0	0.010816237	0	0.003737689	0.048559399	0.057611802	0.120315386	0.027385044	0.044947233	0.040487468	0.021619563	0.046524257	0.005043405	0.015137567	0.019445986	0.00864266	0.002160665	0	0.008781095	0	0	0	0	0	0	0.002160665
2001	0	0	0	0	0	0.009786713	0.022220426	0	0.008964836	0.043428284	0.039838475	0.125836596	0.020948119	0.0148876	0.013713102	0.035167232	0.058553675	0.009341209	0.008009723	0.028562645	0.015497439	0.004205655	0.008378316	0.013040935	0.003692378	0	0.001501391	0	0	0.019127627
2002	0	0	0	0.000705491	0	0	0.011161761	0.007649867	0.001769938	0.033515944	0.032867285	0.054168669	0.183988128	0.022536941	0.056041025	0.011479257	0.032896008	0.028606344	0.018540692	0.011328115	0.022080569	0.00205648	0.000705491	0.000705491	0.009136234	0.007136427	0	0.00727535	0	0.021151309
2003	0	0	0	0	0	0	0	0	0.018435913	0	0.007026425	0.011409488	0.044099396	0.042225312	0.01360102	0.01405285	0	0.020376758	0.022049698	0	0.040753515	0.004834894	0	0.004834894	0.004834894	0.002191531	0	0.004834894	0	0
2004	0	0	0	0	0.068459356	0.01767191	0.013691871	0.010072682	0.020151287	0.065670627	0.01933541	0.014911436	0.049138529	0.060970871	0.063299257	0.02666478	0.015392286	0.002419377	0.00893287	0.01933541	0.01773191	0.002473454	0	0	0.002419377	0.013691871	0.016111248	0	0	0.013691871
2005	0	0	0	0.023328924	0.174966928	0.038277818	0.017496693	0	0.003284432	0.037873188	0.095811376	0.030841243	0.015000039	0.030932135	0.002040879	0.031331308	0.035859292	0.002040879	0.009718566	0.005325311	0.008609743	0	0	0	0.009718566	0.003284432	0.005281473	0	0.005281473	0.011404111
2006	0	0	0	0.010441704	0.015179861	0.033211496	0.040178696	0.008571897	0.00758993	0.019825046	0.019704734	0.039264543	0.008571897	0.029350373	0.076869269	0.032562454	0.011862723	0.022936254	0.012127959	0.007842011	0.004285948	0.014616437	0.024714285	0.011862723	0.012910868	0.004285948	0.011862723	0.009354806	0	0.020680417
2008	0	0	0	0	0	0	0.011383329	0.009588693	0.047943464	0.07609403	0.036326124	0.007941546	0.015354102	0.028913568	0.007941546	0.017530239	0.036855113	0.023148159	0.009588693	0.003970773	0.007941546	0.011912319	0.024942795	0.03850226	0	0	0.003970773	0	0	0.011912319
2011	0	0	0	0	0	0	0	0.014044677	0.004468764	0.014044677	0.052219706	0.128738426	0.075548709	0.039155413	0.058070865	0.02447715	0.020864947	0.033256163	0.028089354	0.022982205	0.006765058	0.015192824	0.001581051	0	0.007111856	0.014044677	0.006049815	0	0.00596371	0.018345678
